0,56364566;0,39872774;0,29123932;0,49234936;0,45834583;0,373008;0,5484299;0,52059156;0,5058776;0,17684342;0,51918966;0,5809818;0,2148111;0,1598635;0,15502313;0,42225102;0,44110548;0,37544325;0,3419646;0,5447857;0,45695758;0,26077095;0,4867763;0,28732455;0,4419254;0,1687546;0,42156807;0,1453835;0,51109236;0,3820734;0,2061187;0,3036552;0,25469333;0,1497336;0,18345232;0,41968495;0,12874417;0,4442728;0,2675115;0,1794411;0,6353343;0,19323903;0,15764952;0,3537309;0,40321988;0,5504127;0,33508405;0,4712284;0,40828913;0,2431558
0,5634522;0,3983975;0,29146713;0,4922437;0,45818555;0,37274075;0,5483331;0,5206881;0,5056281;0,1771299;0,5190075;0,5807685;0,21453017;0,15954794;0,1547591;0,4219491;0,4408481;0,37511793;0,34159735;0,54454947;0,45667043;0,26047024;0,48683292;0,28754032;0,44159943;0,16897376;0,42130944;0,1455315;0,51112247;0,38224334;0,20578444;0,3035723;0,25433904;0,1499208;0,1836414;0,41936803;0,12880163;0,44397524;0,26754355;0,179572;0,6351429;0,19352934;0,1573357;0,35338497;0,403296;0,55022055;0,33471376;0,4713295;0,40797135;0,24310857
0,56350034;0,39866307;0,29132262;0,49220002;0,45820335;0,37286323;0,54827774;0,52044946;0,5057462;0,17700934;0,51904094;0,5808458;0,21455353;0,159541;0,1547457;0,42211998;0,44096696;0,37532833;0,34182096;0,54465264;0,45683026;0,26050472;0,4866359;0,28740212;0,44184107;0,16882199;0,42142537;0,14543484;0,51094204;0,38201684;0,20586501;0,30351526;0,25441125;0,14979511;0,18351269;0,41966075;0,12871201;0,44414654;0,26751542;0,17951944;0,6351968;0,19342524;0,15729736;0,3535367;0,40311193;0,5502667;0,3349086;0,4711014;0,40816915;0,24304493
0,56206524;0,39675277;0,29215968;0,49134946;0,45704776;0,37120274;0,54746604;0,52087325;0,5040238;0,17852959;0,5177056;0,5792763;0,21339753;0,1589787;0,15439957;0,42021132;0,43927002;0,37341502;0,34009397;0,5429707;0,45495352;0,25920597;0,48678592;0,2881654;0,43982518;0,17001387;0,41974205;0,1465329;0,51093405;0,3828022;0,20475002;0,30291003;0,25300315;0,15091088;0,1844031;0,41783428;0,1293824;0,44223055;0,26731145;0,18065304;0,6337319;0,19493394;0,15652229;0,3517181;0,40333986;0,54884833;0,33310357;0,4715227;0,40621606;0,24275006
0,5636559;0,39619288;0,2936544;0,49312016;0,458513;0,37199068;0,54934025;0,5230589;0,5051597;0,17836562;0,5192863;0,58074236;0,2134623;0,15724541;0,15266979;0,42084545;0,44027036;0,37346503;0,3390552;0,54426354;0,4557433;0,2593898;0,4889022;0,2896839;0,43980438;0,17022586;0,4207283;0,14574209;0,51307607;0,38451427;0,20359479;0,30431908;0,252507;0,15069693;0,18491322;0,41689533;0,12881677;0,44291437;0,26864284;0,17951027;0,63535726;0,19439575;0,15567172;0,35186553;0,4052722;0,5504294;0,33253044;0,47362456;0,40655616;0,24374583
0,5627048;0,3940156;0,29503983;0,49285132;0,4578273;0,3705548;0,5491375;0,5242484;0,503762;0,17988417;0,5184429;0,57960624;0,2123356;0,15609258;0,15174083;0,41908967;0,43886128;0,37150273;0,33690903;0,5429563;0,45407093;0,25813735;0,48979038;0,29100278;0,4377044;0,17157564;0,4193315;0,14662297;0,5138051;0,3859333;0,20203099;0,30425686;0,25091246;0,15180306;0,1860434;0,41467208;0,12935162;0,4411657;0,26890773;0,18028957;0,6343758;0,19577008;0,15463006;0,35002667;0,406191;0,54949486;0,33047175;0,47479075;0,4046519;0,2438649
0,56250244;0,3936665;0,29527807;0,49274227;0,4576605;0,3702749;0,54903746;0,5243515;0,50349975;0,18020098;0,5182525;0,57938254;0,21202657;0,15578434;0,15148771;0,41877174;0,43859106;0,37115973;0,33652556;0,5427082;0,45376855;0,25792083;0,48985186;0,2912287;0,43735975;0,17184334;0,4190602;0,14679144;0,51383865;0,38611305;0,2016503;0,3042269;0,2505515;0,15200788;0,18624637;0,4143367;0,12943125;0,44085208;0,26894462;0,18046269;0,6341755;0,19606046;0,15432379;0,3496921;0,4062731;0,5492938;0,3300855;0,4748987;0,40431684;0,24388587
0,56100637;0,39157104;0,2962522;0,49189115;0,45646727;0,3685045;0,5482308;0,5248931;0,5016735;0,18188843;0,5168654;0,5777357;0,21076365;0,15517151;0,15111923;0,41672158;0,4367878;0,36908266;0,33461308;0,54093194;0,45175973;0,25653356;0,49009717;0,2921247;0,4351679;0,17321905;0,41727147;0,14802839;0,5139129;0,3870364;0,20038606;0,30369598;0,24901891;0,15330185;0,18727946;0,41232145;0,13022348;0,4387961;0,26879334;0,18171817;0,63264847;0,1977261;0,15350631;0,3477005;0,406601;0,5478164;0,32810333;0,47543678;0,4022066;0,2436803
0,5606465;0,3912611;0,2963553;0,49160954;0,45615318;0,36813453;0,5479509;0,5247945;0,5012921;0,18224725;0,5165175;0,5773656;0,21041627;0,15505885;0,15105236;0,4163278;0,43640926;0,3687191;0,33431467;0,5405514;0,4513682;0,2562846;0,48996025;0,2922124;0,43480983;0,17348363;0,4168926;0,1483162;0,51374584;0,38705748;0,20011014;0,3035243;0,24873129;0,15358344;0,18744108;0,4120629;0,13038008;0,4384026;0,26870143;0,18203673;0,6322897;0,19809884;0,15327926;0,3473363;0,40649974;0,5474583;0,32775366;0,47534895;0,40182316;0,2436007
0,56107384;0,38890925;0,29871917;0,49279046;0,45672524;0,36751965;0,5492725;0,5275906;0,50096333;0,18350177;0,5170361;0,57752645;0,20955177;0,15290408;0,14909795;0,4152949;0,4359725;0,36705086;0,33165723;0,54042405;0,4505261;0,25540844;0,492432;0,29453734;0,4329434;0,17487814;0,4164589;0,14865442;0,51610106;0,38965917;0,19797285;0,30460605;0,24703664;0,15453586;0,188875;0,409362;0,13057464;0,43741068;0,26998627;0,18195686;0,6327139;0,19895737;0,15191641;0,34587687;0,4088428;0,54789346;0,3255432;0,4780506;0,40042758;0,24454126
